Bank kapitalının strukturu və adekvatlığı barədə məlumatlar,
,(min manatla)
1. I dərəcəli kapital (Əsas kapital) (Məcmu kapitalın 50 faizdən  az olmamalıdır),"679,462"
a) Adi səhmlər (tam ödənilmiş paylar),"205,850"
b) Qeyri-kumulyativ müddətsiz imtiyazlı səhmlər,"60,000"
c) Səhmlərin emissiyasından əmələ gələn  əlavə vəsait,800
"d)   Bölüşdürülməmiş xalis mənfəət (zərər), cəmi","412,812"
d1) əvvəlki illərin mənfəəti (zərəri),"392,742"
d2) (çıx) cari ilin zərəri,-
d3) kapital ehtiyatları (fondları),"20,070"
e) Digər,-
2. I dərəcəli kapitaldan  tutulmalar,"34,779"
a) Qeyri-maddi aktivlər,"34,779"
b) Təxirə salınmış vergi aktivləri,-
3. Tutulmalardan  sonra I dərəcəli kapitalı (I—2),"644,684"
4. II dərəcəli  kapital (I dərəcəli  kapitalın  məbləğindən çox olmamalıdır),"432,545"
a) Cari ilin mənfəəti,"166,073"
b) Ümumi ehtiyatlar (aktivlər üzrə yaradılmış adi ehtiyatlardan çox olmamaqla),"51,422"
c)  Kapitalın digər komponentləri,"222,700"
c1) kumulyativ müddətsiz imtiyazlı səhmlər,-
c2) subordinasiya borc öhdəlikləri,"222,700"
d) Digər vəsaitlər,"-                                                                                                        7,650"
5. Məcmu kapital (3+4),"1,077,228"
6. Məcmu kapitaldan tutulmalar :,"139,574"
a)   Birləşməmiş (konsolidasiya olunmamış) törəmə banka və digər maliyyə idarələrinin kapitalına və bütün qeyri-bank,
,"128,110"
"müəssisələrinə kapital investisiyaları, o cümlədən qarşılıqlı investisiyalar (xalis)",
b)    Bütün digər investisiyalar (xalis),"11,464"
7. Tutulmalardan  sonra məcmu kapital (5-6),"937,654"
8. Risk dərəcəsi üzrə ölçülmuş  yekun aktivlər*,"7,064,955"
8.1. 0%-lik risk qrupuna daxil olan aktivlər,-
8.2. 20%-lik risk qrupuna daxil olan aktivlər,"402,731"
8.3. 35%-lik risk qrupuna daxil olan aktivlər,"132,421"
8.4. 50%-lik risk qrupuna daxil olan aktivlər,"407,060"
8.5.  75%-lik risk qrupuna daxil olan aktivlər,-
