Bank kapitalının strukturu və adekvatlığı barədə məlumatlar,
,(min manatla)
1. I dərəcəli kapital (Əsas kapital) (Məcmu kapitalın 50 faizdən  az olmamalıdır)1stDegreeCapital,389971.40
"ordinaryShare
a) Adi səhmlər (tam ödənilmiş paylar)",185850.00
"noncumulativePreferenceShare
b) Qeyri-kumulyativ müddətsiz imtiyazlı səhmlər",40000.00
"c) Səhmlərin emissiyasından əmələ gələn  əlavə vəsait 
addFundsFromShareEmission",800.00
"retainedEarning
d)   Bölüşdürülməmiş xalis mənfəət (zərər), cəmi",78321.40
"profitLossLastYears
d1) əvvəlki illərin mənfəəti (zərəri)",58250.98
"d2) (çıx) cari ilin zərəri
lossCurrentYear",0.00
"capitalReserve
d3) kapital ehtiyatları (fondları)",20070.42
"misc
e) Digər",0.00
"deductionFrom1stDegreeCapital
2. I dərəcəli kapitaldan  tutulmalar",23761.50
"intangibleAsset
a) Qeyri-maddi aktivlər",23761.50
"defferedTaxAsset
b) Təxirə salınmış vergi aktivləri",0.00
"1stDegreeCapitalAfterDeductions
3. Tutulmalardan  sonra I dərəcəli kapitalı (I—2)",281209.90
"4. II dərəcəli  kapital (I dərəcəli  kapitalın  məbləğindən çox olmamalıdır)
2ndDegreeCapital",205940.96
"profitCurrentYear
a) Cari ilin mənfəəti",170555.75
"b) Ümumi ehtiyatlar (aktivlər üzrə yaradılmış adi ehtiyatlardan çox olmamaqla)
reserveGeneral",26885.21
"capitalMiscerComponent
c)  Kapitalın digər komponentləri",8500.00
"cumulativePreferenceShare
c1) kumulyativ müddətsiz imtiyazlı səhmlər",0.00
"subordLiability
c2) subordinasiya borc öhdəlikləri",8500.00
"miscerFunds
    d) Digər vəsaitlər",0.00
"cumulativeCapital
5. Məcmu kapital (3+4)",487150.86
"deductionFromCumulativeCapital
6. Məcmu kapitaldan tutulmalar :",8320.42
"a)   Birləşməmiş (konsolidasiya olunmamış) törəmə banka və digər maliyyə idarələrinin kapitalına və bütün qeyri-bank müəssisələrinə kapital investisiyaları, o cümlədən qarşılıqlı investisiyalar (xalis)",
"investmentMiscer
b)    Bütün digər investisiyalar (xalis)",5570.42
"cumulativeCapitalAfterDeductions
7. Tutulmalardan  sonra məcmu kapital (5-6)",478830.44
"assetRiskDegree
8. Risk dərəcəsi üzrə ölçülmuş  yekun aktivlər*",2397981.65
"assetZeroRisk
8.1. 0%-lik risk qrupuna daxil olan aktivlər",0.00
"assetTwentyRisk
8.2. 20%-lik risk qrupuna daxil olan aktivlər",111382.02
"assetThirtyFiveRisk
8.3. 35%-lik risk qrupuna daxil olan aktivlər",65604.53
"assetFiftyRisk
8.4. 50%-lik risk qrupuna daxil olan aktivlər",276973.14
"assetSeventyFiveRisk
8.5.  75%-lik risk qrupuna daxil olan aktivlər",2722.24
"assetHundredRisk
8.6.  100%-lik risk qrupuna daxil olan aktivlər",1917247.72
"assetHundredAboveRisk
8.7. 100%-dən yuxarı risk qrupuna daxil olan aktivlər",24052.00
"*risk qruplarının tərkibi ""Bank kapitalının və onun adekvatlığının hesablanması Qaydaları"" ilə müəyyən",
