Likvidlik riski,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,min manatla
,Ödəniş müddətinin bitməsinə qalan günlər,Ani,1 - 7 gün,8-30 gün,3-6 ay,6 ay- 9 ay,9 ay-1 il,1-2 il,2-5 il,5 ildən çox,Ümumi
1,Aktivlər,1222176.08,427061.49,203985,544437,278068,157165,475758.0400000001,670404,164267.47999999998,4143322.0900000003
1.1,Nağd pul və ekvivalentləri,1185072.52,0,11202,20540,4799,0,1183.05,0,22000.98,1244797.55
1.2,Qiymətli kağızlar,0,55361.94,92706,149738,10586,26125,52053,2210,66676,455455.94
1.3,Müştərilərə verilmiş kreditlər (xalis),22165.559999999998,2799.55,22700,270518,227183,121040,382521.9900000001,668194,60300.5,1777422.6
1.4,Kredit təşkilarına və digər maliyyə institutlarına verilmiş kreditlər (xalis),4,0,0,141,0,0,0,0,0,145
1.5,Qısamüddətli maliyyə alətləri,0,357000,0,0,0,0,0,0,0,357000
1.6,Törəmə maliyyə alətləri,0,0,0,0,0,0,0,0,0,0
1.7,Bankın depozitləri,14934,11900,77377,103500,35500,10000,40000,0,0,293211
1.8,Digər maliyyə aktivlər,0,0,0,0,0,0,0,0,15290,15290
2,Öhdəliklər,2729887.06,9586,96649.52,421460.5,105960,91478.87,120629.9300000001,55949,86336.16,3717937.0400000005
2.1,ARMB və dövlət təşkilatlarının banka qarşı tələbləri,0,0,0,0,0,2159.87,0,0,0,2159.87
2.2,Kredit təşkilatları və digər maliyyə institutlarından cəlb edilmiş vəsaitlər,703,9517.5,668.52,20000.5,12128,34842,40147.19,9169,86336.16,213511.87
2.3,Müştərilərin depozitləri:,2462864.33,68.5,95981,401460,93832,54477,80482.74000000009,46780,0,3235945.5700000003
2.3.1,tələbli depozitlər,2462864.33,0,0,0,0,0,0,0,0,2462864.33
2.3.2,müddətli depozitlər,0,68.5,95981,401460,93832,54477,80482.74000000009,46780,0,773081.2400000001
2.4,Subordinasiya öhdəlikləri,0,0,0,0,0,0,0,0,0,0
2.5,Borc qiymətli kağızları,0,0,0,0,0,0,0,0,0,0
2.6,Digər maliyyə öhdəliklər,266319.73,0,0,0,0,0,0,0,0,266319.73
3,"Likvidlik ""qəpi""",-1507710.98,417475.49,107335.48,122976.5,172108,65686.13,355128.11,614455,77931.31999999998,425385.04999999993
