Bank kapitalının strukturu və adekvatlığı barədə məlumatlar,
,(min manatla)
1. I dərəcəli kapital (Əsas kapital) (Məcmu kapitalın 50 faizdən  az,
,476420
olmamalıdır),
a) Adi səhmlər (tam ödənilmiş paylar),205850
b) Qeyri-kumulyativ müddətsiz imtiyazlı səhmlər,60000
c) Səhmlərin emissiyasından əmələ gələn  əlavə vəsait,800
"d)   Bölüşdürülməmiş xalis mənfəət (zərər), cəmi",209770
d1) əvvəlki illərin mənfəəti (zərəri),189700
d2) (çıx) cari ilin zərəri,0
d3) kapital ehtiyatları (fondları),20070
e) Digər,0
2. I dərəcəli kapitaldan  tutulmalar,26867
a) Qeyri-maddi aktivlər,26867
b) Təxirə salınmış vergi aktivləri,0
3. Tutulmalardan  sonra I dərəcəli kapitalı (I—2),449552
4. II dərəcəli  kapital (I dərəcəli  kapitalın  məbləğindən çox olmamalıdır),394914
a) Cari ilin mənfəəti,308047
b) Ümumi ehtiyatlar (aktivlər üzrə yaradılmış adi ehtiyatlardan çox,
,34167
olmamaqla),
c)  Kapitalın digər komponentləri,52700
c1) kumulyativ müddətsiz imtiyazlı səhmlər,0
c2) subordinasiya borc öhdəlikləri,52700
d) Digər vəsaitlər,0
5. Məcmu kapital (3+4),844467
6. Məcmu kapitaldan tutulmalar :,42822
a)   Birləşməmiş (konsolidasiya olunmamış) törəmə banka və digər maliyyə,
idarələrinin kapitalına və bütün qeyri-bank müəssisələrinə kapital,31358
"investisiyaları, o cümlədən qarşılıqlı investisiyalar (xalis)",
b)    Bütün digər investisiyalar (xalis),11464
7. Tutulmalardan  sonra məcmu kapital (5-6),801644
8. Risk dərəcəsi üzrə ölçülmuş  yekun aktivlər*,4723069
