"Bank kapitalının strukturu və adekvatlığı barədə məlumatlar",""
"","(min manatla)"
"1. I dərəcəli kapital (Əsas kapital) (Məcmu kapitalın 50 faizdən  az olmamalıdır)","865,964"
"a) Adi səhmlər (tam ödənilmiş paylar)","205,850"
"b) Qeyri-kumulyativ müddətsiz imtiyazlı səhmlər","60,000"
"c) Səhmlərin emissiyasından əmələ gələn  əlavə vəsait","800"
"d)   Bölüşdürülməmiş xalis mənfəət (zərər), cəmi","599,314"
"d1) əvvəlki illərin mənfəəti (zərəri)","579,243"
"d2) (çıx) cari ilin zərəri","-"
"d3) kapital ehtiyatları (fondları)","20,070"
"e) Digər","-"
"2. I dərəcəli kapitaldan  tutulmalar","88,204"
"a) Qeyri-maddi aktivlər","34,826"
"b) Təxirə salınmış vergi aktivləri","53,378"
"3. Tutulmalardan  sonra I dərəcəli kapitalı (I—2)","777,760"
"4. II dərəcəli  kapital (I dərəcəli  kapitalın  məbləğindən çox olmamalıdır)","416,574"
"a) Cari ilin mənfəəti","54,886"
"b) Ümumi ehtiyatlar (aktivlər üzrə yaradılmış adi ehtiyatlardan çox olmamaqla)","76,938"
"c)  Kapitalın digər komponentləri","295,800"
"c1) kumulyativ müddətsiz imtiyazlı səhmlər","-"
"c2) subordinasiya borc öhdəlikləri","295,800"
"d) Digər vəsaitlər","-                                                                                                 11,050"
"5. Məcmu kapital (3+4)","1,194,333"
"6. Məcmu kapitaldan tutulmalar :","159,004"
"a)   Birləşməmiş (konsolidasiya olunmamış) törəmə banka və digər maliyyə idarələrinin kapitalına və","147,540"
"b)    Bütün digər investisiyalar (xalis)","11,464"
"7. Tutulmalardan  sonra məcmu kapital (5-6)","1,035,329"
"8. Risk dərəcəsi üzrə ölçülmuş  yekun aktivlər*","7,443,505"
"8.1. 0%-lik risk qrupuna daxil olan aktivlər","-"
"8.2. 20%-lik risk qrupuna daxil olan aktivlər","523,632"
"8.3. 35%-lik risk qrupuna daxil olan aktivlər","144,505"
"8.4. 50%-lik risk qrupuna daxil olan aktivlər","426,220"
"8.5.  75%-lik risk qrupuna daxil olan aktivlər",""
"8.6.  100%-lik risk qrupuna daxil olan aktivlər","3,307,831"
"8.7. 100%-dən yuxarı risk qrupuna daxil olan aktivlər","3,041,316"
"*risk qruplarının tərkibi ""Bank kapitalının və onun adekvatlığının hesablanması Qaydaları"" ilə müəyyən olunur.",""
