A.    Aktivlər,Ödəniş müddətinin başlanmasına qalmış günlər (illər),Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
a) Rezident maliyyə institutlarına,"13.805,02","13.805,02","8.480,08","8.480,08","0,00","0,00","34.481,25","0,00","8.500,00","0,00","18.500,00","0,00","20.000,00","0,00","2.000,00","0,00","21.700,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","34.000,00","0,00","0,00","0,00","99.275,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","260.741,35","22.285,10"
a1) müddəti çatmamış depozitlər,"13.805,02","13.805,02","8.480,08","8.480,08","0,00","0,00","34.481,25","0,00","8.500,00","0,00","18.500,00","0,00","20.000,00","0,00","2.000,00","0,00","21.700,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","34.000,00","0,00","0,00","0,00","99.275,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","260.741,35","22.285,10"
a2) qaytarılma müddəti bitmiş depozitlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00"
b) Qeyri-rezident maliyyə institutlarına,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
b1) müddəti çatmamış depozitlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
b2) qaytarılma müddəti bitmiş depozitlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00"
6. Əks REPO əməliyyatları üzrə,"0,00","0,00","38.198,64","0,00","0,00","0,00","9.993,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","48.192,23","0,00"
"7. Girov qoyulmuş qiymətli kağızlar da daxil olmaqla  qiymətlikağızlara investisiyalar","0,00","0,00","9.067,92","0,00","8.074,22","0,00","48.847,53","0,00","74.489,79","0,00","44.626,94","374,00","86.954,23","0,00","48.698,72","0,00","17.012,08","0,00","9.724,90","0,00","294.788,28","1.700,00","123.408,47","17.000,00","15.429,40","850,00","19.939,80","3.825,00","207.874,40","190.539,40","208.748,30","56.157,80","444.256,08","201.351,40","182.596,40","73.624,76","5.325,41","0,00","1.849.862,87","545.422,36"
"8. Girov qoyulmuş qiymətli kağızlar da daxil olmaqla ticarətüçün qiymətli kağızlar","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","214.456,55","0,00","214.456,55","0,00"
"9. 4-cü sətir üzrə banklararası bazarın qısamüddətli maliyyəalətləri istisna olmaqla, banklara kreditlər","0,00","0,00","0,00","0,00","8.500,00","0,00","0,00","0,00","0,00","0,00","7.625,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40.000,00","0,00","0,00","0,00","8.500,00","8.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","64.625,00","8.500,00"
a) cari kreditlər,"0,00","0,00","0,00","0,00","8.500,00","0,00","0,00","0,00","0,00","0,00","7.625,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40.000,00","0,00","0,00","0,00","8.500,00","8.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","64.625,00","8.500,00"
a1) Rezident banklara,"0,00","0,00","0,00","0,00","8.500,00","0,00","0,00","0,00","0,00","0,00","7.625,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","56.125,00","0,00"
a2) Qeyri-rezident banklara,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8.500,00","8.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8.500,00","8.500,00"
b) vaxtı keçmiş  kreditlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
b1) Rezident banklara,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00"
b2) Qeyri-rezident banklara,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00"
"10. 4-cü sətir üzrə qısamüddətli maliyyə alətləri istisna olmaqla,digər maliyyə institutlarına kreditlər","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","298,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.614,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.913,83","0,00"
a) cari kreditlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","298,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.614,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.913,83","0,00"
a1) Rezident,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","298,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.614,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.913,83","0,00"
a2) Qeyri-rezident,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
b) vaxtı keçmiş  kreditlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
b1)Rezident,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00"
b2) Qeyri-rezident,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00"
11. Müştərilərə verilən kreditlər,"19.727,56","647,22","30.564,71","40,08","10.543,43","0,00","33.440,16","97,30","95.428,93","840,37","92.443,64","3.717,29","106.631,71","25.145,08","77.068,76","964,81","73.888,96","767,99","73.313,87","387,19","66.253,01","1.031,17","79.025,03","784,90","93.077,71","25.100,74","65.342,55","833,53","79.503,09","1.027,38","1.247.996,05","174.800,71","324.955,01","4.918,20","247.919,51","6.247,06","407.883,20","1.705,19","3.225.006,89","249.056,21"
a) cari kreditlər,"19.727,56","647,22","30.564,71","40,08","10.543,43","0,00","33.440,16","97,30","95.428,93","840,37","92.443,64","3.717,29","106.631,71","25.145,08","77.068,76","964,81","73.888,96","767,99","73.313,87","387,19","66.253,01","1.031,17","79.025,03","784,90","93.077,71","25.100,74","65.342,55","833,53","79.503,09","1.027,38","1.247.996,05","174.800,71","324.955,01","4.918,20","247.919,51","6.247,06","358.703,28","605,51","3.175.826,97","247.956,53"
b) vaxtı keçmiş kreditlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","49.179,92","1.099,68","49.179,92","1.099,68"
"12. Amortizasiya çıxılmaqla əsas vəsaitlər (bank işində istifadəolunmayan əsas vəsaitlər daxil olmaqla)","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","79.364,34","0,00","79.364,34","0,00"
13. İcmallaşmamış şirkətlərdə investisiyalar və maliyyə iştirakı,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","42.822,15","8.461,09","42.822,15","8.461,09"
14. Qeyri-maddi aktivlər,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25.653,14","0,00","25.653,14","0,00"
15. Digər aktivlər,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305.786,61","8.939,09","305.786,61","8.939,09"
"16. (çıx) Aktivlər üzrə mümkün zərərlərin ödənilməsi üçünməqsədli ehtiyatlar","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","420.946,99","4.631,73","420.946,99","4.631,73"
17. Cəmi aktivlər,"1.269.229,26","324.341,72","490.595,49","8.520,16","27.117,65","0,00","126.762,53","97,30","178.418,72","840,37","163.195,58","4.091,29","213.884,87","25.145,08","127.767,48","964,81","112.601,04","767,99","83.038,77","387,19","361.041,29","2.731,17","242.433,50","17.784,90","108.507,11","25.950,74","127.782,35","13.158,53","287.377,49","191.566,78","1.561.634,25","230.958,51","769.211,09","206.269,60","430.515,91","79.871,82","1.047.122,27","75.775,69","7.728.236,65","1.209.223,65"
