"Bank kapitalının strukturu və adekvatlığı barədə məlumatlar",""
"","(min manatla)"
"1. I dərəcəli kapital (Əsas kapital) (Məcmu kapitalın 50 faizdən  az olmamalıdır)","589059"
"a) Adi səhmlər (tam ödənilmiş paylar)","185850"
"b) Qeyri-kumulyativ müddətsiz imtiyazlı səhmlər","60000"
"c) Səhmlərin emissiyasından əmələ gələn  əlavə vəsait","800"
"d)   Bölüşdürülməmiş xalis mənfəət (zərər), cəmi","342409"
"d1) əvvəlki illərin mənfəəti (zərəri)","322339"
"d2) (çıx) cari ilin zərəri","0"
"d3) kapital ehtiyatları (fondları)","20070"
"e) Digər","0"
"2. I dərəcəli kapitaldan  tutulmalar","24127"
"a) Qeyri-maddi aktivlər","24127"
"b) Təxirə salınmış vergi aktivləri","0"
"3. Tutulmalardan  sonra I dərəcəli kapitalı (I—2)","564933"
"4. II dərəcəli  kapital (I dərəcəli  kapitalın  məbləğindən çox olmamalıdır)","152110"
"a) Cari ilin mənfəəti","55535"
"b) Ümumi ehtiyatlar (aktivlər üzrə yaradılmış adi ehtiyatlardan çox olmamaqla)","28575"
"c)  Kapitalın digər komponentləri","68000"
"c1) kumulyativ müddətsiz imtiyazlı səhmlər","0"
"c2) subordinasiya borc öhdəlikləri","68000"
"d) Digər vəsaitlər","0"
"5. Məcmu kapital (3+4)","717042"
"6. Məcmu kapitaldan tutulmalar :","11815"
"a)   Birləşməmiş (konsolidasiya olunmamış) törəmə banka və digər maliyyə","6065"
"b)    Bütün digər investisiyalar (xalis)","5750"
"7. Tutulmalardan  sonra məcmu kapital (5-6)","705227"
"8. Risk dərəcəsi üzrə ölçülmuş  yekun aktivlər*","3345568"
"8.1. 0%-lik risk qrupuna daxil olan aktivlər","0"
"8.2. 20%-lik risk qrupuna daxil olan aktivlər","268679"
"8.3. 35%-lik risk qrupuna daxil olan aktivlər","77824"
"8.4. 50%-lik risk qrupuna daxil olan aktivlər","447868"
"8.5.  75%-lik risk qrupuna daxil olan aktivlər","3989"
"8.6.  100%-lik risk qrupuna daxil olan aktivlər","856401"
"8.7. 100%-dən yuxarı risk qrupuna daxil olan aktivlər","1690807"
"*risk qruplarının tərkibi ""Bank kapitalının və onun adekvatlığının hesablanması Qaydaları"" ilə müəyyən olunur.",""
